Ticker,Shares
OXY,1093.4083672367897
BIIB,99.94802507485122
SLB,159.18497371186564
COP,66.81811943942762
GM,80.39877971395597
PYPL,26.495680261308472
BA,23.741689720285972
SPG,29.580548045371042
COF,32.08007173373462
LLY,19.083969465648856
